ID_Cliente,Ubicacion,Tipo_Propiedad,Estrato,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos,Fraude
5584,Ciudad C,Residencial,2,3327,2189,1342,1700,3713,1562,466,306,188,238,520,219,3,1,2,Si
5585,Ciudad B,Comercial,2,2836,3474,2705,1735,3587,2372,397,486,379,243,502,332,0,1,0,Si
5586,Ciudad A,Residencial,2,2787,747,1892,988,1873,1441,390,105,265,138,262,202,1,1,1,No
5587,Ciudad C,Comercial,1,551,3763,3699,3553,944,2144,77,527,518,497,132,300,1,0,2,Si
5588,Ciudad A,Residencial,3,3115,3028,1600,2497,2948,3051,436,424,224,350,413,427,0,1,0,No
5589,Ciudad A,Residencial,3,3173,2802,3430,2478,2834,2694,444,392,480,347,397,377,0,0,1,No
5590,Ciudad A,Comercial,1,1612,806,935,1410,2605,3845,226,113,131,197,365,538,0,1,0,Si
5591,Ciudad A,Residencial,4,551,1036,1527,3316,2129,1404,77,145,214,464,298,197,1,1,1,No
5592,Ciudad B,Residencial,1,1788,1837,2637,729,2552,3565,250,257,369,102,357,499,1,2,1,Si
5593,Ciudad A,Residencial,4,3642,1767,2508,1218,697,3996,510,247,351,171,98,559,1,0,0,No
5594,Ciudad C,Comercial,2,3837,2559,1302,3115,819,3007,537,358,182,436,115,421,2,2,0,Si
5595,Ciudad B,Residencial,3,2224,1249,590,3604,3597,2840,311,175,83,505,504,398,0,3,0,No
5596,Ciudad A,Residencial,3,2192,2520,3272,2119,2255,3010,307,353,458,297,316,421,0,0,1,No
5597,Ciudad C,Comercial,2,1332,2855,1925,1414,3204,1329,186,400,270,198,449,186,0,1,2,Si
5598,Ciudad B,Residencial,2,1567,1961,1553,1334,3646,1787,219,275,217,187,510,250,0,1,1,No
5599,Ciudad A,Comercial,2,2300,1808,1012,743,2088,1860,322,253,142,104,292,260,1,1,1,No
5600,Ciudad C,Residencial,2,1947,1898,3058,1794,2296,2261,273,266,428,251,321,317,4,0,2,Si
5601,Ciudad A,Residencial,4,749,783,1633,1638,510,1125,105,110,229,229,71,158,0,1,0,No
5602,Ciudad A,Comercial,1,2380,554,3985,3304,2321,3042,333,78,558,463,325,426,0,2,2,Si
5603,Ciudad A,Residencial,4,3843,3503,1443,1146,1620,1934,538,490,202,160,227,271,0,1,0,No
5604,Ciudad A,Residencial,3,1274,1286,2584,1321,1233,820,178,180,362,185,173,115,1,1,2,No
5605,Ciudad B,Residencial,2,3268,3486,558,868,2880,3822,458,488,78,122,403,535,0,1,0,Si
5606,Ciudad A,Comercial,3,564,731,1703,846,2816,2562,79,102,238,118,394,359,0,0,1,No
5607,Ciudad C,Residencial,2,1252,1924,3963,2908,3261,2080,175,269,555,407,457,291,2,0,0,Si
5608,Ciudad B,Residencial,4,1399,2539,2873,1961,2753,880,196,355,402,275,385,123,1,1,1,No
5609,Ciudad A,Comercial,3,3905,3002,1459,2807,3057,2812,547,420,204,393,428,394,0,0,1,No
5610,Ciudad C,Residencial,3,3753,2226,2542,628,1390,2714,525,312,356,88,195,380,4,1,2,No
5611,Ciudad B,Comercial,3,2109,3763,2477,3593,1677,3499,295,527,347,503,235,490,1,0,1,No
5612,Ciudad A,Residencial,3,1526,1665,929,621,3903,2119,214,233,130,87,546,297,3,3,3,No
5613,Ciudad C,Residencial,4,1436,3276,2375,3196,3324,1664,201,459,333,447,465,233,1,0,0,No
5614,Ciudad A,Comercial,3,675,2752,1058,3879,2360,912,95,385,148,543,330,128,0,2,0,No
5615,Ciudad A,Residencial,2,789,3570,2476,2505,1717,1168,110,500,347,351,240,164,1,2,2,Si
5616,Ciudad A,Residencial,2,3053,2084,630,3134,2254,1534,427,292,88,439,316,215,0,1,0,No
5617,Ciudad A,Residencial,1,2767,2841,1775,802,1536,693,387,398,249,112,215,97,2,2,1,Si
5618,Ciudad B,Comercial,3,911,3633,3917,1825,593,3839,128,509,548,256,83,537,0,1,0,No
5619,Ciudad A,Residencial,4,1245,1717,1593,3043,3781,1300,174,240,223,426,529,182,0,0,1,No
5620,Ciudad C,Residencial,3,2964,654,1364,3348,2108,2935,415,92,191,469,295,411,4,1,0,No
5621,Ciudad B,Comercial,2,2850,3117,3509,1691,1542,3217,399,436,491,237,216,450,1,0,0,No
5622,Ciudad A,Residencial,1,3165,3895,3756,3969,2909,2711,443,545,526,556,407,380,3,1,1,Si
5623,Ciudad C,Comercial,2,1059,2006,861,3064,1234,2312,148,281,121,429,173,324,1,1,1,No
5624,Ciudad B,Residencial,1,1530,2100,2518,2525,3401,1637,214,294,353,354,476,229,4,0,3,Si
5625,Ciudad A,Residencial,2,1404,1330,1134,1986,2167,1034,197,186,159,278,303,145,3,2,2,Si
5626,Ciudad C,Comercial,2,1628,1571,3231,1963,3859,2227,228,220,452,275,540,312,1,0,0,No
5627,Ciudad A,Residencial,3,1328,1043,3382,1012,1672,652,186,146,473,142,234,91,2,1,3,No
5628,Ciudad A,Residencial,3,3016,1576,3781,3761,1687,3397,422,221,529,527,236,476,0,1,0,No
5629,Ciudad A,Residencial,3,904,2535,754,2432,1951,3713,127,355,106,340,273,520,0,1,0,No
5630,Ciudad A,Comercial,1,2123,655,1522,586,2775,2679,297,92,213,82,389,375,0,3,3,Si
5631,Ciudad B,Residencial,4,3099,2348,861,2238,526,760,434,329,121,313,74,106,1,1,0,No
5632,Ciudad A,Residencial,2,3993,1879,3352,2031,969,2801,559,263,469,284,136,392,3,3,2,Si
5633,Ciudad C,Comercial,2,1541,2768,769,1123,3474,3016,216,388,108,157,486,422,0,1,0,No
5634,Ciudad B,Residencial,3,3427,3798,3268,3595,3214,2593,480,532,458,503,450,363,3,1,2,No
5635,Ciudad A,Comercial,3,2996,1917,1266,1881,3762,2083,419,268,177,263,527,292,3,1,1,No
5636,Ciudad C,Residencial,3,3367,815,676,3636,1474,2776,471,114,95,509,206,389,1,0,0,No
5637,Ciudad B,Residencial,2,3558,575,516,2052,1861,1909,498,81,72,287,261,267,2,3,2,Si
5638,Ciudad A,Comercial,4,3465,644,3201,2292,1023,2012,485,90,448,321,143,282,0,1,0,No
5639,Ciudad C,Residencial,4,2276,808,2038,3935,2210,699,319,113,285,551,309,98,0,1,1,No
5640,Ciudad A,Residencial,2,1202,3066,3991,2125,2673,960,168,429,559,298,374,134,2,1,3,Si
5641,Ciudad A,Residencial,3,1456,2373,3847,583,761,2703,204,332,539,82,107,378,1,1,0,No
5642,Ciudad A,Comercial,1,1228,2405,607,3391,1425,2062,172,337,85,475,200,289,0,2,2,Si
5643,Ciudad A,Residencial,4,802,3159,3938,2128,1075,1767,112,442,551,298,151,247,1,0,1,No
5644,Ciudad B,Residencial,3,790,1204,1515,2800,1023,2127,111,169,212,392,143,298,4,0,2,No
5645,Ciudad A,Comercial,2,1099,3904,3375,883,1878,3258,154,547,473,124,263,456,4,2,0,Si
5646,Ciudad C,Residencial,3,2701,2659,2353,1687,2491,3580,378,372,329,236,349,501,0,0,0,No
5647,Ciudad B,Comercial,3,2004,3759,3933,3117,1542,2971,281,526,551,436,216,416,2,1,3,No
5648,Ciudad A,Residencial,2,1058,1452,568,3636,2671,1060,148,203,80,509,374,148,1,0,1,No
5649,Ciudad C,Residencial,2,1065,910,2401,2004,2841,790,149,127,336,281,398,111,1,1,0,No
5650,Ciudad B,Comercial,3,2343,3808,646,2767,2913,1146,328,533,90,387,408,160,3,2,0,No
5651,Ciudad A,Residencial,3,2589,1021,3315,1107,1334,717,362,143,464,155,187,100,0,1,1,No
5652,Ciudad C,Residencial,3,3602,1839,2945,1140,2461,3462,504,257,412,160,345,485,0,1,0,No
5653,Ciudad A,Residencial,3,3295,1220,2884,862,3719,1559,461,171,404,121,521,218,1,0,1,No
5654,Ciudad A,Comercial,2,2502,3485,2360,3787,1097,2230,350,488,330,530,154,312,2,1,3,Si
5655,Ciudad A,Residencial,1,3363,3493,1484,1209,3394,1903,471,489,208,169,475,266,2,0,1,Si
5656,Ciudad A,Residencial,4,2700,3084,583,1949,1987,2809,378,432,82,273,278,393,0,1,0,No
5657,Ciudad B,Comercial,1,543,1585,2612,3742,1705,3388,76,222,366,524,239,474,1,0,1,Si
5658,Ciudad A,Residencial,4,980,3283,2678,1851,3672,2566,137,460,375,259,514,359,0,0,1,No
5659,Ciudad C,Comercial,3,2162,805,1290,3515,2213,2037,303,113,181,492,310,285,1,1,1,No
5660,Ciudad B,Residencial,1,2561,2593,1276,744,1607,3234,359,363,179,104,225,453,1,0,3,Si
5661,Ciudad A,Residencial,4,3845,743,1678,1522,2066,600,538,104,235,213,289,84,1,0,1,No
5662,Ciudad C,Comercial,3,837,2039,1062,1131,1227,3106,117,285,149,158,172,435,1,0,0,No
5663,Ciudad B,Residencial,4,3909,3947,608,716,2583,509,547,553,85,100,362,71,1,0,0,No
5664,Ciudad A,Residencial,1,2856,3849,2364,3860,925,1387,400,539,331,540,130,194,1,2,0,Si
5665,Ciudad C,Residencial,3,602,2978,1773,1334,2552,992,84,417,248,187,357,139,2,1,0,No
5666,Ciudad A,Comercial,2,2010,3745,1666,1620,2373,2617,281,524,233,227,332,366,0,1,0,No
5667,Ciudad A,Residencial,1,3348,2138,1130,2961,1432,1152,469,299,158,415,200,161,1,1,1,Si
5668,Ciudad A,Residencial,4,2219,1490,2133,3744,3023,1339,311,209,299,524,423,187,1,1,0,No
5669,Ciudad A,Comercial,2,1562,707,3092,1782,2164,1719,219,99,433,249,303,241,1,1,0,No
5670,Ciudad B,Residencial,2,783,3445,2100,3788,1917,557,110,482,294,530,268,78,4,2,1,Si
5671,Ciudad A,Comercial,4,546,2466,1475,1389,3168,2822,76,345,207,194,444,395,0,1,0,No
5672,Ciudad C,Residencial,3,3947,1297,3795,758,608,1416,553,182,531,106,85,198,1,2,3,No
5673,Ciudad B,Residencial,2,3394,2929,3785,2983,1758,3297,475,410,530,418,246,462,0,1,1,No
5674,Ciudad A,Comercial,1,1213,2942,3866,2320,1330,3985,170,412,541,325,186,558,1,2,2,Si
5675,Ciudad C,Residencial,1,2896,3055,3763,2099,2720,3275,405,428,527,294,381,459,3,0,3,Si
5676,Ciudad B,Residencial,4,1979,3009,2728,721,2834,2343,277,421,382,101,397,328,1,0,1,No
5677,Ciudad A,Residencial,1,3360,2400,1013,1830,2923,2131,470,336,142,256,409,298,3,3,2,Si
5678,Ciudad C,Comercial,2,913,3339,1878,1961,2362,2857,128,467,263,275,331,400,0,1,1,No
5679,Ciudad A,Residencial,4,3975,2898,2596,1844,2803,2078,557,406,363,258,392,291,1,0,0,No
5680,Ciudad A,Residencial,1,1304,2258,3315,742,1814,638,183,316,464,104,254,89,0,1,1,Si
5681,Ciudad A,Comercial,4,2706,1024,1388,3192,1909,729,379,143,194,447,267,102,1,0,0,No
5682,Ciudad A,Residencial,2,2244,1212,3020,3006,784,3058,314,170,423,421,110,428,1,0,2,Si
5683,Ciudad B,Comercial,2,2857,1647,3696,2405,3273,2378,400,231,517,337,458,333,0,0,1,No
5684,Ciudad A,Residencial,1,3330,3993,1978,2011,1387,1110,466,559,277,282,194,155,4,0,3,Si
5685,Ciudad C,Residencial,2,3275,3245,1576,2211,3288,3394,459,454,221,310,460,475,3,3,2,Si
5686,Ciudad B,Comercial,4,3448,3259,2302,2076,1675,2123,483,456,322,291,235,297,1,1,1,No
5687,Ciudad A,Residencial,2,2833,2260,1787,2022,2889,783,397,316,250,283,404,110,4,1,1,Si
5688,Ciudad C,Residencial,4,2718,3949,2970,3864,3078,3528,381,553,416,541,431,494,0,0,1,No
5689,Ciudad B,Residencial,2,3685,3471,2878,3763,893,2333,516,486,403,527,125,327,0,0,0,No
5690,Ciudad A,Comercial,2,1996,2343,2939,561,3102,2348,279,328,411,79,434,329,4,0,2,Si
5691,Ciudad C,Residencial,3,2255,1390,2999,1314,1164,1551,316,195,420,184,163,217,1,1,1,No
5692,Ciudad A,Residencial,2,1606,1919,2835,3643,3171,1783,225,269,397,510,444,250,3,3,0,Si
5693,Ciudad A,Comercial,3,1293,2901,1134,3339,3709,2667,181,406,159,467,519,373,1,0,1,No
5694,Ciudad A,Residencial,2,1096,1631,3755,927,2436,2754,153,228,526,130,341,386,1,1,2,Si
5695,Ciudad A,Comercial,2,1016,3297,3388,3173,1340,2662,142,462,474,444,188,373,4,0,0,Si
5696,Ciudad B,Residencial,2,1440,2271,2934,3796,3419,1168,202,318,411,531,479,164,1,0,1,No
5697,Ciudad A,Residencial,1,3250,2105,1601,3902,1167,3459,455,295,224,546,163,484,4,0,2,Si
5698,Ciudad C,Comercial,3,3316,3609,3994,1272,1383,2774,464,505,559,178,194,388,1,1,1,No
5699,Ciudad B,Residencial,3,2718,930,2105,2675,1659,2031,381,130,295,375,232,284,1,0,0,No
5700,Ciudad A,Residencial,3,3570,2904,2025,2718,1353,1543,500,407,284,381,189,216,0,0,1,No
5701,Ciudad C,Residencial,2,2106,2310,2797,1820,1842,607,295,323,392,255,258,85,1,1,0,No
5702,Ciudad B,Comercial,3,2777,662,1038,3439,2546,3949,389,93,145,481,356,553,0,2,0,No
5703,Ciudad A,Residencial,3,3395,2917,3869,2361,2778,1898,475,408,542,331,389,266,0,1,1,No
5704,Ciudad C,Residencial,2,1904,1500,1383,3586,1245,2593,267,210,194,502,174,363,2,2,2,Si
5705,Ciudad A,Comercial,2,706,3062,2242,1945,593,2336,99,429,314,272,83,327,0,3,0,Si
5706,Ciudad A,Residencial,2,3113,3955,2296,739,1213,2322,436,554,321,103,170,325,1,1,1,No
5707,Ciudad A,Comercial,1,2445,547,2683,2341,1525,1643,342,77,376,328,214,230,1,3,2,Si
5708,Ciudad A,Residencial,2,1028,528,3408,882,2817,703,144,74,477,123,394,98,1,0,0,No
5709,Ciudad B,Residencial,4,1785,3918,3942,3007,2360,2337,250,549,552,421,330,327,0,1,1,No
5710,Ciudad A,Comercial,2,2535,2451,1222,2708,2687,2045,355,343,171,379,376,286,2,0,0,Si
5711,Ciudad C,Residencial,2,522,1310,3338,555,2842,1759,73,183,467,78,398,246,0,1,0,No
5712,Ciudad B,Residencial,2,1876,955,2794,2712,2561,1563,263,134,391,380,359,219,3,1,1,Si
5713,Ciudad A,Residencial,4,1438,3705,2118,1478,2129,3632,201,519,297,207,298,508,1,1,1,No
5714,Ciudad C,Comercial,2,1095,3905,3002,685,3133,2244,153,547,420,96,439,314,4,1,0,Si
5715,Ciudad B,Residencial,2,1924,582,1087,3828,2237,2893,269,81,152,536,313,405,1,2,1,Si
5716,Ciudad A,Residencial,3,1066,2245,3235,2933,1117,3769,149,314,453,411,156,528,1,1,0,No
5717,Ciudad C,Comercial,1,1854,2090,834,1880,824,2882,260,293,117,263,115,403,2,0,2,Si
5718,Ciudad A,Residencial,4,643,2487,2909,3861,3386,1053,90,348,407,541,474,147,1,1,1,No
5719,Ciudad A,Comercial,3,3141,1136,1557,1134,777,1789,440,159,218,159,109,250,1,0,1,No
5720,Ciudad A,Residencial,1,3776,2668,931,2980,3286,1824,529,374,130,417,460,255,1,3,0,Si
5721,Ciudad A,Residencial,3,2857,3315,3977,3989,1348,1399,400,464,557,558,189,196,0,1,0,No
5722,Ciudad B,Comercial,2,570,1667,3009,1945,2441,2755,80,233,421,272,342,386,4,1,2,Si
5723,Ciudad A,Residencial,2,2200,1357,1796,1061,1248,2802,308,190,251,149,175,392,1,0,1,No
5724,Ciudad C,Residencial,1,1386,2788,1987,1692,1547,3994,194,390,278,237,217,559,2,3,2,Si
5725,Ciudad B,Residencial,3,3793,1490,2804,3508,742,2912,531,209,393,491,104,408,2,0,0,No
5726,Ciudad A,Comercial,3,1303,3806,532,2904,3730,3154,182,533,74,407,522,442,1,1,0,No
5727,Ciudad C,Residencial,2,2418,1175,3784,2847,926,2703,339,165,530,399,130,378,3,0,3,Si
5728,Ciudad B,Residencial,4,2297,2765,3881,1874,613,845,322,387,543,262,86,118,1,0,1,No
5729,Ciudad A,Comercial,4,3142,2313,3646,2793,3607,721,440,324,510,391,505,101,0,0,0,No
5730,Ciudad C,Residencial,1,741,3101,3923,2282,1124,2882,104,434,549,319,157,403,3,2,2,Si
5731,Ciudad A,Comercial,4,2885,3770,2679,3426,2902,3886,404,528,375,480,406,544,1,0,1,No
5732,Ciudad A,Residencial,2,951,691,1024,3825,2619,1112,133,97,143,536,367,156,1,1,3,Si
5733,Ciudad A,Residencial,4,2897,3921,1245,2560,853,3373,406,549,174,358,119,472,0,0,1,No
5734,Ciudad A,Comercial,3,3051,2274,2696,2183,1551,1793,427,318,377,306,217,251,3,3,1,No
5735,Ciudad B,Residencial,1,2158,2875,2296,3426,3671,875,302,403,321,480,514,123,0,1,2,Si
5736,Ciudad A,Residencial,3,3968,1001,3237,1830,1163,3816,556,140,453,256,163,534,0,0,1,No
5737,Ciudad C,Residencial,1,2584,3020,645,631,1490,906,362,423,90,88,209,127,3,3,0,Si
5738,Ciudad B,Comercial,2,3251,2062,504,751,1518,1455,455,289,71,105,213,204,0,0,1,No
5739,Ciudad A,Residencial,2,3767,807,3906,2272,2517,1658,527,113,547,318,352,232,0,0,0,No
5740,Ciudad C,Residencial,3,3130,1296,969,2233,3620,1996,438,181,136,313,507,279,0,3,2,No
5741,Ciudad B,Comercial,4,1079,3101,1987,2704,2111,2473,151,434,278,379,296,346,1,1,1,No
5742,Ciudad A,Residencial,2,2297,2104,3273,515,3115,2521,322,295,458,72,436,353,2,1,0,Si
5743,Ciudad C,Comercial,4,1889,3778,599,3408,3360,3724,264,529,84,477,470,521,1,1,0,No
5744,Ciudad A,Residencial,3,1053,2938,2916,3050,1206,1776,147,411,408,427,169,249,1,3,2,No
5745,Ciudad A,Residencial,3,3375,1829,1930,1191,1209,3366,473,256,270,167,169,471,1,3,0,No
5746,Ciudad A,Comercial,2,2976,1051,1361,1360,2924,3746,417,147,191,190,409,524,1,1,0,No
5747,Ciudad A,Residencial,2,2486,3791,627,766,2870,2953,348,531,88,107,402,413,0,2,2,Si
5748,Ciudad B,Residencial,4,3524,1173,512,3367,1787,3230,493,164,72,471,250,452,1,0,0,No
5749,Ciudad A,Residencial,3,812,893,950,2778,1687,1116,114,125,133,389,236,156,0,0,0,No
5750,Ciudad C,Comercial,3,3668,1787,3331,2053,3728,1319,514,250,466,287,522,185,0,2,3,No
5751,Ciudad B,Residencial,3,1218,3786,2358,1972,2717,2370,171,530,330,276,380,332,0,1,0,No
5752,Ciudad A,Residencial,1,3887,3776,3189,1013,2808,3727,544,529,446,142,393,522,0,2,3,Si
5753,Ciudad C,Comercial,2,2115,1415,682,2221,1333,1292,296,198,95,311,187,181,0,1,0,No
5754,Ciudad B,Residencial,2,2813,3970,1282,1961,3030,2027,394,556,179,275,424,284,0,0,3,Si
5755,Ciudad A,Comercial,3,2068,1510,1483,589,2506,2184,290,211,208,82,351,306,1,2,1,No
5756,Ciudad C,Residencial,2,1303,3838,907,1367,3742,1968,182,537,127,191,524,276,0,1,1,No
5757,Ciudad A,Residencial,1,1378,2107,3395,594,888,617,193,295,475,83,124,86,3,0,2,Si
5758,Ciudad A,Comercial,2,3386,3858,1406,997,1287,887,474,540,197,140,180,124,0,1,0,No
5759,Ciudad A,Residencial,2,967,2259,981,1255,1859,3877,135,316,137,176,260,543,0,0,1,No
5760,Ciudad A,Residencial,3,2640,3257,3478,3558,1688,2632,370,456,487,498,236,368,1,0,1,No
5761,Ciudad B,Residencial,2,3763,3651,2339,2271,3946,1191,527,511,327,318,552,167,1,1,0,No
5762,Ciudad A,Comercial,1,3224,2501,2811,1175,2897,3696,451,350,394,165,406,517,2,1,3,Si
5763,Ciudad C,Residencial,3,646,584,2653,2605,1355,793,90,82,371,365,190,111,0,1,0,No
5764,Ciudad B,Residencial,3,1338,1089,2529,2846,2484,1286,187,152,354,398,348,180,4,2,0,No
5765,Ciudad A,Comercial,3,2074,3021,3479,3598,1837,2941,290,423,487,504,257,412,4,0,2,No
5766,Ciudad C,Residencial,3,2476,1567,2653,1215,2123,3713,347,219,371,170,297,520,0,1,0,No
5767,Ciudad B,Comercial,2,3771,2456,2075,940,3506,3873,528,344,291,132,491,542,2,1,0,Si
5768,Ciudad A,Residencial,2,1726,3103,2684,3815,1334,618,242,434,376,534,187,87,1,0,1,No
5769,Ciudad C,Residencial,2,3311,1030,1037,3690,1651,955,464,144,145,517,231,134,1,0,0,No
5770,Ciudad A,Comercial,2,1931,1059,3086,2760,2741,630,270,148,432,386,384,88,3,3,1,Si
5771,Ciudad A,Residencial,2,1459,3712,1028,2342,1619,2865,204,520,144,328,227,401,0,0,0,No
5772,Ciudad A,Residencial,1,794,704,3222,2747,2414,2159,111,99,451,385,338,302,1,1,3,Si
5773,Ciudad A,Residencial,2,1002,1004,2460,3173,1269,1486,140,141,344,444,178,208,0,0,1,No
5774,Ciudad B,Comercial,1,1000,1418,3180,1816,3309,1704,140,199,445,254,463,239,4,0,0,Si
5775,Ciudad A,Residencial,3,3748,1621,2323,3143,2098,3042,525,227,325,440,294,426,2,0,2,No
5776,Ciudad C,Residencial,4,2381,3232,3820,2974,2675,1395,333,452,535,416,375,195,1,0,1,No
5777,Ciudad B,Comercial,1,3407,837,2782,1910,3391,2881,477,117,389,267,475,403,0,3,3,Si
5778,Ciudad A,Residencial,4,2690,1861,2861,3589,2109,3312,377,261,401,502,295,464,1,1,0,No
5779,Ciudad C,Comercial,2,3177,2651,1686,2154,2769,2438,445,371,236,302,388,341,1,1,1,No
5780,Ciudad B,Residencial,2,1712,715,2730,1727,3768,1054,240,100,382,242,528,148,1,1,1,Si
5781,Ciudad A,Residencial,2,3081,3083,1636,1088,1485,2082,431,432,229,152,208,291,1,1,0,No
5782,Ciudad C,Comercial,3,2426,638,504,1377,2606,1221,340,89,71,193,365,171,2,1,1,No
5783,Ciudad A,Residencial,4,1651,1633,1720,3456,1177,1100,231,229,241,484,165,154,1,1,1,No
5784,Ciudad A,Residencial,1,2563,909,3511,2004,881,1471,359,127,492,281,123,206,3,2,1,Si
5785,Ciudad A,Residencial,1,1608,2952,3213,2398,2412,1707,225,413,450,336,338,239,0,1,2,Si
5786,Ciudad A,Comercial,2,3214,664,3637,1224,1219,1744,450,93,509,171,171,244,0,0,1,No
5787,Ciudad B,Residencial,1,2556,3968,2948,2173,591,665,358,556,413,304,83,93,4,2,1,Si
5788,Ciudad A,Residencial,2,1939,3301,1559,3078,1136,2820,271,462,218,431,159,395,0,1,1,No
5789,Ciudad C,Comercial,2,3261,3855,2222,3402,500,1755,457,540,311,476,70,246,0,1,0,No
5790,Ciudad B,Residencial,3,2775,715,3834,2152,867,1306,389,100,537,301,121,183,4,2,0,No
5791,Ciudad A,Comercial,3,3955,1115,1531,1684,686,1386,554,156,214,236,96,194,0,1,1,No
5792,Ciudad C,Residencial,1,2571,2602,3627,3438,2083,3253,360,364,508,481,292,455,0,0,3,Si
5793,Ciudad B,Residencial,4,2614,858,2000,2357,1577,1796,366,120,280,330,221,251,1,1,1,No
5794,Ciudad A,Comercial,2,2396,1709,2308,519,972,2701,335,239,323,73,136,378,3,1,1,Si
5795,Ciudad C,Residencial,3,810,962,1099,3920,2238,1398,113,135,154,549,313,196,0,2,0,No
5796,Ciudad A,Residencial,2,868,2791,3907,1405,2714,3112,122,391,547,197,380,436,0,1,1,No
5797,Ciudad A,Residencial,1,3408,3057,1796,2981,2495,740,477,428,251,417,349,104,1,1,1,Si
5798,Ciudad A,Comercial,3,3800,824,562,2734,3167,2582,532,115,79,383,443,361,0,1,1,No
5799,Ciudad A,Residencial,4,1226,1804,3651,2491,3357,3106,172,253,511,349,470,435,0,1,1,No
5800,Ciudad B,Residencial,1,2225,1906,3906,1489,2671,2461,312,267,547,208,374,345,0,2,2,Si
5801,Ciudad A,Comercial,2,2314,1180,2697,916,2139,1647,324,165,378,128,299,231,0,0,0,No
5802,Ciudad C,Residencial,2,2090,3824,2266,1887,2918,1637,293,535,317,264,409,229,1,3,2,Si
5803,Ciudad B,Comercial,4,666,2427,2911,1034,3980,1337,93,340,408,145,557,187,0,0,1,No
5804,Ciudad A,Residencial,2,3370,3626,2367,2172,3353,640,472,508,331,304,469,90,2,3,2,Si
5805,Ciudad C,Residencial,1,3804,3663,1472,3202,1668,1263,533,513,206,448,234,177,2,1,0,Si
5806,Ciudad B,Comercial,2,1858,1737,3955,2555,2082,2854,260,243,554,358,291,400,0,1,1,No
5807,Ciudad A,Residencial,2,2904,703,3631,3460,1781,671,407,98,508,484,249,94,0,1,0,Si
5808,Ciudad C,Residencial,2,2974,3343,3532,711,3115,967,416,468,494,100,436,135,0,1,1,No
5809,Ciudad A,Residencial,2,3841,3948,1341,3195,575,2599,538,553,188,447,81,364,0,0,1,No
5810,Ciudad A,Comercial,2,614,1108,2171,2581,3208,3169,86,155,304,361,449,444,4,1,0,Si
5811,Ciudad A,Residencial,2,2909,2636,2658,1336,1370,882,407,369,372,187,192,123,0,0,0,No
5812,Ciudad A,Residencial,2,2618,2387,1021,840,2995,1724,367,334,143,118,419,241,1,0,0,Si
5813,Ciudad B,Comercial,3,1132,2316,3017,3164,2313,774,158,324,422,443,324,108,1,0,0,No
5814,Ciudad A,Residencial,2,1441,2989,603,3817,2981,1625,202,418,84,534,417,228,1,3,3,Si
5815,Ciudad C,Comercial,1,959,3803,1592,1825,3434,1187,134,532,223,256,481,166,1,1,0,Si
5816,Ciudad B,Residencial,4,2860,2412,707,1822,1995,680,400,338,99,255,279,95,1,0,0,No
5817,Ciudad A,Residencial,2,3370,3382,2832,1939,3662,1846,472,473,396,271,513,258,2,2,2,Si
5818,Ciudad C,Comercial,2,918,3617,1015,757,2697,2181,129,506,142,106,378,305,0,1,0,No
5819,Ciudad B,Residencial,2,2943,3812,2641,3701,2085,1196,412,534,370,518,292,167,1,0,1,No
5820,Ciudad A,Residencial,1,3238,1572,1035,3346,3236,2597,453,220,145,468,453,364,0,2,0,Si
5821,Ciudad C,Residencial,2,1658,717,3170,2689,1249,2674,232,100,444,376,175,374,1,0,1,No
5822,Ciudad A,Comercial,3,1241,2661,1142,3973,1087,3241,174,373,160,556,152,454,0,1,1,No
5823,Ciudad A,Residencial,3,1410,3461,3839,2217,2442,2032,197,485,537,310,342,284,0,0,0,No
5824,Ciudad A,Residencial,2,2520,953,3019,1068,1189,1923,353,133,423,150,166,269,3,1,2,Si
5825,Ciudad A,Comercial,3,2477,572,935,1521,1262,3889,347,80,131,213,177,544,4,3,3,No
5826,Ciudad B,Residencial,2,3295,576,2707,1852,2427,2963,461,81,379,259,340,415,0,1,1,No
5827,Ciudad A,Comercial,2,3518,715,3712,1720,3524,1173,493,100,520,241,493,164,3,0,1,Si
5828,Ciudad C,Residencial,3,906,1140,2191,1571,3129,1670,127,160,307,220,438,234,1,0,0,No
5829,Ciudad B,Residencial,2,1534,3220,556,3243,3455,2302,215,451,78,454,484,322,1,0,0,No
5830,Ciudad A,Comercial,3,798,719,1565,2552,2446,2984,112,101,219,357,342,418,1,1,1,No
5831,Ciudad C,Residencial,3,3331,3412,1603,1794,903,3376,466,478,224,251,126,473,0,0,1,No
5832,Ciudad B,Residencial,2,3242,1408,1674,1386,1264,1659,454,197,234,194,177,232,2,0,0,Si
5833,Ciudad A,Residencial,3,2682,2923,2559,1579,3925,1881,375,409,358,221,550,263,0,1,0,No
5834,Ciudad C,Comercial,1,3125,2891,2476,944,3924,3922,438,405,347,132,549,549,3,3,0,Si
5835,Ciudad A,Residencial,3,2043,1278,3683,1641,925,2275,286,179,516,230,130,319,2,1,1,No
5836,Ciudad A,Residencial,4,3302,2148,2789,3777,2407,3135,462,301,390,529,337,439,0,0,1,No
