Ubicacion,Tipo_Propiedad,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos
2,1,5238,2288,867,2586,4213,1343,733,320,121,362,590,188,0,1,3
1,1,2270,5195,692,1255,3613,5383,318,727,97,176,506,754,3,4,1
1,1,4741,1216,1360,4228,4560,2832,664,170,190,592,638,396,2,2,2
0,1,1050,5362,3129,5420,4409,3046,147,751,438,759,617,426,4,4,3
3,0,5035,2674,5439,5185,3038,900,705,374,761,726,425,126,2,3,0
3,1,5092,4327,5207,3791,1227,4056,713,606,729,531,172,568,2,0,4
0,1,1063,620,1233,2252,3812,4933,149,87,173,315,534,691,1,3,2
3,1,5446,3114,1767,835,3724,4976,762,436,247,117,521,697,3,2,2
2,0,923,4213,4627,2488,4975,5016,129,590,648,348,697,702,3,4,3
0,1,3492,3547,5201,4680,3912,5400,489,497,728,655,548,756,2,3,4
0,1,4656,4571,4004,3400,3499,1270,652,640,561,476,490,178,3,2,3
2,1,1591,3357,2681,3392,1978,2482,223,470,375,475,277,347,3,4,3
3,0,1137,5484,2129,3443,1387,4426,159,768,298,482,194,620,2,0,4
0,1,595,4412,2937,1224,4789,2549,83,618,411,171,670,357,3,0,3
2,0,5159,1836,4683,4240,1311,513,722,257,656,594,184,72,1,4,2
2,0,3691,2104,4663,2492,4440,2543,517,295,653,349,622,356,2,1,4
1,1,1417,2991,2564,5182,1671,3657,198,419,359,725,234,512,4,1,0
2,0,3040,4439,2999,3570,3951,978,426,621,420,500,553,137,0,2,3
2,1,1466,4892,5092,4523,4209,929,205,685,713,633,589,130,2,1,0
2,1,2829,3383,1995,5034,5351,3979,396,474,279,705,749,557,1,1,4
2,0,1163,4347,4113,2962,3828,678,163,609,576,415,536,95,0,2,1
2,1,2382,5375,3173,4340,4200,4792,333,753,444,608,588,671,4,3,3
3,1,5108,2953,2163,1179,5126,3213,715,413,303,165,718,450,4,3,2
0,1,1126,5187,583,4509,4058,1378,158,726,82,631,568,193,1,4,0
2,1,3248,973,1106,4860,2211,3240,455,136,155,680,310,454,1,2,1
1,1,2083,1423,5200,5084,2838,628,292,199,728,712,397,88,4,4,0
3,0,752,2961,1046,2873,5467,4122,105,415,146,402,765,577,0,2,0
0,1,693,3514,541,2081,4586,2724,97,492,76,291,642,381,4,3,1
3,0,2001,3593,4412,3528,1059,4922,280,503,618,494,148,689,0,1,4
0,1,3201,3308,2294,3029,2060,3998,448,463,321,424,288,560,3,4,3
0,0,3212,5259,3794,2483,3653,3038,450,736,531,348,511,425,2,1,2
0,1,4040,2200,2795,1392,2549,1191,566,308,391,195,357,167,0,3,1
3,0,4677,544,3129,4637,4962,4602,655,76,438,649,695,644,4,2,4
1,0,2043,3637,3348,1549,1109,4423,286,509,469,217,155,619,1,1,3
2,0,4352,3217,2587,3073,574,4211,609,450,362,430,80,590,2,3,1
3,1,4525,3272,3652,790,4792,5460,634,458,511,111,671,764,0,2,4
0,1,5214,2340,1736,803,4485,4161,730,328,243,112,628,583,1,4,0
2,0,2691,4584,5031,1682,3093,2066,377,642,704,235,433,289,3,1,0
0,0,5066,734,3393,3782,2743,3358,709,103,475,529,384,470,3,3,1
1,0,3689,4925,2649,5494,3534,2130,516,690,371,769,495,298,3,2,2
3,1,3039,4129,1877,2662,1846,2779,425,578,263,373,258,389,3,0,4
3,0,3758,4575,1842,827,578,3027,526,641,258,116,81,424,4,3,2
2,0,2379,3505,3696,3024,3170,4160,333,491,517,423,444,582,0,2,3
2,0,1509,3151,2153,5275,4654,2652,211,441,301,739,652,371,4,0,2
1,0,1241,2706,2700,3651,4162,1595,174,379,378,511,583,223,4,2,4
3,0,5447,5161,2791,4803,4867,5316,763,723,391,672,681,744,4,3,2
3,0,1263,644,1925,1641,1689,3747,177,90,270,230,236,525,0,0,4
0,1,4195,5416,3481,4585,3428,4465,587,758,487,642,480,625,0,3,2
3,0,2373,5089,2229,1230,3348,3932,332,712,312,172,469,550,1,4,4
0,1,2613,4000,710,3221,3972,4502,366,560,99,451,556,630,2,3,1
1,0,5162,5287,3154,3277,2185,1361,723,740,442,459,306,191,1,1,1
0,1,3312,4262,2201,4468,2334,3623,464,597,308,626,327,507,1,3,3
3,1,4709,2142,1431,1057,1444,1954,659,300,200,148,202,274,4,1,2
3,0,4721,4054,2929,1020,4536,3967,661,568,410,143,635,555,0,2,1
0,0,2200,3080,3570,5410,5451,2246,308,431,500,757,763,314,4,2,3
2,1,1873,966,2679,5166,4677,2671,262,135,375,723,655,374,2,2,4
1,1,1520,550,3416,2288,855,660,213,77,478,320,120,92,4,4,4
3,1,2154,5098,3337,5071,1932,1297,302,714,467,710,270,182,0,0,0
1,0,2059,3268,2568,4004,1558,2172,288,458,360,561,218,304,1,2,2
3,1,4378,830,3874,4894,4801,2393,613,116,542,685,672,335,3,1,4
3,1,1243,4300,5470,913,4074,3038,174,602,766,128,570,425,0,0,2
1,0,4228,1681,4540,1253,2145,2999,592,235,636,175,300,420,3,1,1
1,1,1368,4510,1576,3238,3514,4637,192,631,221,453,492,649,0,4,1
0,0,2910,2803,926,5311,3622,2991,407,392,130,744,507,419,2,1,4
3,1,4952,3055,1718,1087,4797,593,693,428,241,152,672,83,4,4,1
0,1,3204,4207,3139,2900,1035,2348,449,589,439,406,145,329,3,1,0
0,0,1649,4992,3199,2901,5217,4847,231,699,448,406,730,679,3,3,4
3,0,5118,3611,3519,3089,969,2547,717,506,493,432,136,357,0,4,3
0,0,4931,4946,1261,3781,3887,4171,690,692,177,529,544,584,0,4,4
3,0,2494,4474,3150,3686,4159,3815,349,626,441,516,582,534,0,0,0
3,0,2369,2990,5460,4865,1132,2026,332,419,764,681,158,284,0,2,0
1,0,621,4686,2488,3960,5200,3001,87,656,348,554,728,420,0,2,2
1,0,3133,2483,4547,5072,4922,2669,439,348,637,710,689,374,3,4,1
0,1,2605,1166,3656,3526,3318,3484,365,163,512,494,465,488,1,0,2
2,0,4494,3080,1006,1501,2348,2475,629,431,141,210,329,347,3,1,4
2,0,2208,5072,4122,3979,2716,2828,309,710,577,557,380,396,2,1,0
2,0,4226,5064,4432,5165,572,1096,592,709,620,723,80,153,4,3,0
2,1,1136,1394,4028,4339,4954,1029,159,195,564,607,694,144,0,2,2
0,1,2236,1245,1196,1520,5262,5330,313,174,167,213,737,746,0,2,3
2,0,2933,4327,2410,5398,1801,592,411,606,337,756,252,83,2,0,3
1,1,2585,4232,3536,4547,1848,2819,362,592,495,637,259,395,2,2,3
0,1,5344,4159,5334,4305,4959,2789,748,582,747,603,694,390,3,4,4
3,0,4998,680,4492,3215,4022,2853,700,95,629,450,563,399,2,4,1
1,0,749,2302,1255,4992,3660,1828,105,322,176,699,512,256,4,3,3
2,1,1834,3206,3510,1414,3781,5228,257,449,491,198,529,732,2,3,2
3,1,4271,5319,3063,2862,1118,4215,598,745,429,401,157,590,1,3,4
3,0,4226,2800,3578,1865,1775,4756,592,392,501,261,249,666,1,1,1
0,0,1650,2462,3108,4192,758,4555,231,345,435,587,106,638,1,1,1
2,0,4820,3901,1901,2469,2502,5194,675,546,266,346,350,727,3,1,0
3,0,2046,4867,2254,4337,2560,5445,286,681,316,607,358,762,0,1,2
2,0,3033,2970,2339,2196,4615,1154,425,416,327,307,646,162,3,1,0
0,0,2736,2634,3355,4908,716,965,383,369,470,687,100,135,1,2,2
3,1,3864,1000,1412,2876,4195,919,541,140,198,403,587,129,3,4,3
2,1,2031,2592,3450,4726,1836,3802,284,363,483,662,257,532,0,4,1
0,1,3231,2845,3125,510,3624,5208,452,398,438,71,507,729,0,0,0
1,0,5300,3141,1035,2067,1746,2372,742,440,145,289,244,332,2,0,3
0,0,2745,4745,3247,1888,2647,508,384,664,455,264,371,71,4,0,4
1,0,3569,2077,5316,3978,1064,3517,500,291,744,557,149,492,3,2,1
1,0,3199,1437,2923,5257,2546,3821,448,201,409,736,356,535,2,1,0
0,0,1899,779,2518,1906,1795,3015,266,109,353,267,251,422,1,0,3
0,0,3246,3262,1484,4694,3052,2304,454,457,208,657,427,323,4,2,1
1,0,2650,2317,2578,4953,654,1255,371,324,361,693,92,176,4,3,2
3,1,5151,2586,5419,1974,3133,3699,721,362,759,276,439,518,2,2,3
1,0,4108,2119,4378,2583,2478,4929,575,297,613,362,347,690,4,3,0
1,1,4940,1813,2122,3536,4363,2939,692,254,297,495,611,411,0,3,4
1,1,2008,4125,3011,1897,5335,4491,281,578,422,266,747,629,2,4,0
1,1,577,3732,2595,5285,1174,3134,81,522,363,740,164,439,4,3,2
1,1,2864,3067,4036,2704,1793,905,401,429,565,379,251,127,1,0,0
3,1,5155,932,2090,2218,2817,815,722,130,293,311,394,114,2,0,3
3,0,4818,3724,604,4861,1195,4985,675,521,85,681,167,698,0,3,2
0,1,1726,1759,2946,2673,994,2063,242,246,412,374,139,289,4,4,0
3,1,2093,3897,3049,1855,2910,3732,293,546,427,260,407,522,4,3,3
2,1,1980,1741,1359,4156,4999,1318,277,244,190,582,700,185,4,2,0
2,1,4174,713,4976,3848,5141,4485,584,100,697,539,720,628,0,3,4
0,1,3217,4463,1466,2087,748,1773,450,625,205,292,105,248,0,4,2
1,0,2339,2355,3838,1482,1548,2800,327,330,537,207,217,392,4,1,4
2,1,798,926,1059,3448,522,3615,112,130,148,483,73,506,2,3,2
1,0,4973,1774,4143,2114,4739,4940,696,248,580,296,663,692,2,0,4
2,0,2968,1210,2615,3559,2190,1329,416,169,366,498,307,186,0,0,2
1,0,1006,4330,3285,4098,777,2464,141,606,460,574,109,345,0,3,0
1,0,5293,1040,3102,1208,763,4947,741,146,434,169,107,693,2,3,4
1,1,5006,1129,2206,4911,619,3486,701,158,309,688,87,488,0,1,0
0,1,2611,5244,3602,5030,4139,3885,366,734,504,704,579,544,1,4,2
3,0,1401,4498,4504,4866,617,941,196,630,631,681,86,132,2,2,1
2,1,4485,5141,1206,2060,4150,2211,628,720,169,288,581,310,0,4,2
2,1,1137,1029,2823,4622,1268,640,159,144,395,647,178,90,1,3,2
3,0,3639,2866,2971,5308,4789,4353,509,401,416,743,670,609,0,3,1
1,0,4849,951,4097,3020,3148,3814,679,133,574,423,441,534,4,3,1
0,0,585,5028,3175,680,3743,1851,82,704,445,95,524,259,0,3,4
1,1,2549,4726,2940,5047,1538,3034,357,662,412,707,215,425,3,0,0
2,0,1602,4668,4577,5319,2246,1514,224,654,641,745,314,212,2,0,2
3,1,1174,5183,3139,4465,3611,4742,164,726,439,625,506,664,4,3,1
2,1,4433,1946,3497,1287,4578,4564,621,272,490,180,641,639,3,4,4
2,0,4559,1843,793,3897,1090,2488,638,258,111,546,153,348,1,3,3
3,0,1371,4252,1548,1307,2617,3668,192,595,217,183,366,514,3,3,2
1,1,3584,5157,3659,3180,4629,3510,502,722,512,445,648,491,2,4,0
0,1,1457,3655,5118,942,808,1525,204,512,717,132,113,214,4,1,2
1,1,1070,2577,3398,969,1096,4892,150,361,476,136,153,685,3,0,3
1,1,2147,1370,3006,4199,3054,990,301,192,421,588,428,139,3,1,4
3,1,1582,3922,1559,3173,5347,2029,221,549,218,444,749,284,1,0,1
0,1,3300,3559,532,3292,3985,5319,462,498,74,461,558,745,4,3,0
3,0,3433,3139,4152,1402,916,3850,481,439,581,196,128,539,2,1,3
1,1,3896,2760,4924,2887,3527,2297,545,386,689,404,494,322,4,4,3
3,1,984,1729,4144,2550,1345,3978,138,242,580,357,188,557,1,0,3
2,0,5013,2697,2625,2075,2815,2494,702,378,368,291,394,349,3,1,3
0,0,4410,3350,3292,5107,832,520,617,469,461,715,116,73,2,1,3
0,0,2855,2231,1417,3381,3658,4025,400,312,198,473,512,564,4,1,2
1,1,1563,1361,4894,4151,4937,1091,219,191,685,581,691,153,2,4,1
3,0,4627,3398,4220,1806,583,4942,648,476,591,253,82,692,4,1,0
2,0,1605,1074,592,1609,654,2775,225,150,83,225,92,389,3,0,1
2,0,5087,4253,1656,2576,4053,2163,712,595,232,361,567,303,4,4,4
0,1,2421,1535,976,2712,849,551,339,215,137,380,119,77,1,3,3
2,0,4980,2173,2880,1150,4275,2647,697,304,403,161,599,371,2,4,2
1,0,4265,5139,5159,4190,2457,3228,597,719,722,587,344,452,0,3,2
3,0,2566,1008,1207,1292,1199,5062,359,141,169,181,168,709,4,1,2
1,0,1492,4988,4829,2926,4429,1743,209,698,676,410,620,244,2,4,2
1,1,3721,3405,1628,5462,2490,4247,521,477,228,765,349,595,2,4,4
0,1,2600,3412,1191,2469,2246,4664,364,478,167,346,314,653,0,4,4
3,0,4565,5095,3293,1476,3589,3305,639,713,461,207,502,463,0,1,2
1,1,4732,1699,2200,3316,4896,3545,662,238,308,464,685,496,2,3,0
1,1,1166,2418,4306,1829,4800,1098,163,339,603,256,672,154,1,2,3
3,0,1828,2121,3767,1616,3350,1394,256,297,527,226,469,195,4,2,1
2,0,3461,4679,2469,4698,3882,1501,485,655,346,658,543,210,1,1,2
0,1,4827,4693,3547,5223,811,820,676,657,497,731,114,115,1,3,4
0,0,1794,1384,2814,2167,5414,2761,251,194,394,303,758,387,4,0,0
3,1,1637,2643,1810,4913,5014,1316,229,370,253,688,702,184,2,3,1
2,1,818,4133,5420,3603,3285,2019,115,579,759,504,460,283,2,0,0
3,0,2757,4184,1823,5325,3415,1385,386,586,255,746,478,194,4,1,4
2,0,3092,5199,4655,2931,2859,4263,433,728,652,410,400,597,4,4,2
1,0,1838,3301,4909,2909,3421,1968,257,462,687,407,479,276,4,0,0
3,1,2607,629,4793,3529,3085,4673,365,88,671,494,432,654,1,2,0
0,0,2694,4554,508,1191,3097,3462,377,638,71,167,434,485,3,1,3
2,0,913,5328,1218,1124,2018,2560,128,746,171,157,283,358,3,3,4
3,1,1904,1772,3284,5419,2018,4705,267,248,460,759,283,659,4,1,2
1,1,704,655,3458,5242,1337,668,99,92,484,734,187,94,0,0,3
0,0,3030,1633,4417,2773,1141,4818,424,229,618,388,160,675,3,3,1
0,0,4329,3877,2064,4426,992,3925,606,543,289,620,139,550,1,1,2
1,0,3403,4779,1281,2617,3394,831,476,669,179,366,475,116,4,1,2
0,1,3776,763,1786,4268,4379,2134,529,107,250,598,613,299,0,1,4
0,1,3271,5200,4868,3234,3084,2432,458,728,682,453,432,340,1,4,0
0,0,2409,520,4517,5017,4492,2421,337,73,632,702,629,339,1,1,4
3,1,783,1717,860,2922,1085,3665,110,240,120,409,152,513,2,0,1
3,0,1037,3664,746,2644,5114,3222,145,513,104,370,716,451,0,2,0
3,1,1209,4981,3946,2330,1324,788,169,697,552,326,185,110,4,2,3
0,1,5467,3012,1105,717,3852,5020,765,422,155,100,539,703,1,1,3
2,0,4244,2224,5233,3833,1908,4468,594,311,733,537,267,626,3,2,0
0,1,4244,5064,4310,4739,5170,3979,594,709,603,663,724,557,4,2,1
2,0,3572,3532,2804,2103,2613,4694,500,494,393,294,366,657,1,4,1
0,1,3256,833,1226,1172,5396,5114,456,117,172,164,755,716,4,4,4
0,0,2296,910,5462,778,804,4250,321,127,765,109,113,595,2,4,3
0,0,5164,985,2420,5089,3304,2780,723,138,339,712,463,389,4,1,0
1,0,5225,723,887,4932,4870,3856,732,101,124,690,682,540,3,4,1
0,1,2408,1323,5069,4738,2967,3890,337,185,710,663,415,545,1,2,4
2,1,985,2060,1977,758,4507,5019,138,288,277,106,631,703,1,3,2
2,1,1414,4638,1552,4668,4116,3821,198,649,217,654,576,535,2,2,1
0,1,4212,5279,2337,1327,1526,1090,590,739,327,186,214,153,4,0,0
1,0,4322,3236,3622,3709,2239,1248,605,453,507,519,313,175,1,0,2
1,1,4080,1099,2806,3952,1157,2161,571,154,393,553,162,303,4,0,1
0,0,5153,1917,4934,3672,1468,4262,721,268,691,514,206,597,1,3,2
3,0,4170,4176,3054,1330,824,1331,584,585,428,186,115,186,0,1,0
1,0,2852,3311,1712,4375,995,3724,399,464,240,613,139,521,2,1,2
2,0,4672,524,2470,2556,2959,4588,654,73,346,358,414,642,2,2,0
1,0,5410,3458,4787,1667,3847,4356,757,484,670,233,539,610,3,1,2
1,0,523,1812,4311,3803,1208,1689,73,254,604,532,169,236,1,2,2
1,0,2704,719,2855,5036,887,2702,379,101,400,705,124,378,2,2,0
1,1,2617,3859,1221,4229,2121,2209,366,540,171,592,297,309,1,4,0
3,1,3766,5423,2986,3283,3098,4703,527,759,418,460,434,658,1,3,0
2,1,4438,4842,960,3193,502,2381,621,678,134,447,70,333,0,3,1
3,1,3574,2512,2869,657,2969,3084,500,352,402,92,416,432,3,4,0
0,0,3080,5139,2584,3502,3263,4614,431,719,362,490,457,646,3,3,2
3,0,3645,2992,5360,4468,4951,4767,510,419,750,626,693,667,2,4,4
2,0,989,5406,4888,4316,2075,1714,138,757,684,604,291,240,0,0,0
2,0,1713,2267,2222,5500,2630,5100,240,317,311,770,368,714,0,2,3
0,0,1229,3676,1292,4690,3097,4242,172,515,181,657,434,594,2,4,1
2,1,1679,5469,5285,2723,4904,909,235,766,740,381,687,127,0,4,4
2,1,4817,4232,2692,825,3500,2442,674,592,377,116,490,342,2,4,1
3,1,1632,1998,3291,2524,4836,2438,228,280,461,353,677,341,0,2,0
3,1,2472,3185,5490,1697,4867,2359,346,446,769,238,681,330,0,1,0
2,0,3079,503,3341,784,3770,3963,431,70,468,110,528,555,0,0,4
1,0,520,1016,1637,3434,4729,2289,73,142,229,481,662,320,0,0,3
1,1,1805,4607,1749,2401,667,5293,253,645,245,336,93,741,0,0,3
3,1,4014,3934,1254,567,1677,2582,562,551,176,79,235,361,2,2,3
2,0,538,5033,591,2003,4082,4629,75,705,83,280,571,648,1,1,1
2,1,3689,4419,2623,3140,893,1940,516,619,367,440,125,272,4,0,4
1,1,3715,740,5162,3582,2057,4699,520,104,723,501,288,658,4,1,3
0,0,3535,3239,2717,5488,2084,4241,495,453,380,768,292,594,3,4,2
0,0,4906,4591,1632,1350,5079,4050,687,643,228,189,711,567,3,3,3
3,1,2084,4640,4939,2028,2441,4940,292,650,691,284,342,692,4,0,2
0,1,2597,3033,5228,1364,2873,4541,364,425,732,191,402,636,4,1,3
3,0,1407,1022,1009,2001,1495,1585,197,143,141,280,209,222,2,4,1
3,1,593,1533,559,2911,1484,1203,83,215,78,408,208,168,1,0,1
0,0,2309,1730,4377,1088,4925,2427,323,242,613,152,690,340,3,2,0
2,0,5314,526,5404,2598,5153,4836,744,74,757,364,721,677,0,4,3
1,0,602,4897,5082,4927,1447,2906,84,686,711,690,203,407,3,1,3
0,0,1865,5118,3432,1149,4835,2832,261,717,480,161,677,396,1,3,1
0,0,992,3817,4911,1861,2406,1210,139,534,688,261,337,169,4,4,1
1,1,1006,4726,1870,1801,4778,3056,141,662,262,252,669,428,0,2,4
0,0,2698,623,5393,5332,1489,1686,378,87,755,746,208,236,2,4,4
1,1,2596,2269,1193,1813,761,1365,363,318,167,254,107,191,0,1,0
2,0,4158,1953,4915,5158,1629,1598,582,273,688,722,228,224,0,2,4
3,1,3479,2945,4980,3269,1951,2923,487,412,697,458,273,409,3,0,3
0,0,5423,3762,2059,810,4569,1764,759,527,288,113,640,247,1,2,1
2,1,4094,3729,3480,1695,561,3402,573,522,487,237,79,476,4,2,3
3,0,3696,4012,3255,1218,3153,4741,517,562,456,171,441,664,4,1,1
0,1,3376,2137,2252,2158,2592,1292,473,299,315,302,363,181,2,0,0
0,0,1429,650,4955,2025,5293,3571,200,91,694,284,741,500,2,2,4
1,1,2591,2812,756,567,1510,3094,363,394,106,79,211,433,3,4,1
1,0,4074,3216,2092,2067,2212,4854,570,450,293,289,310,680,0,0,3
3,1,1407,3096,3788,4510,2741,3236,197,433,530,631,384,453,3,4,2
0,0,3363,1501,3185,1114,1497,3214,471,210,446,156,210,450,2,1,3
3,1,1175,5251,1980,3084,1091,759,165,735,277,432,153,106,4,2,1
3,0,5333,3796,1175,3689,1686,1145,747,531,165,516,236,160,1,1,0
3,1,3985,5346,2070,2090,4282,1034,558,748,290,293,599,145,1,0,2
1,1,1068,3533,5305,3775,1461,2555,150,495,743,529,205,358,1,2,1
2,0,4308,3051,5113,5389,4034,2083,603,427,716,754,565,292,1,4,4
1,1,1491,4036,1783,4749,3526,2502,209,565,250,665,494,350,0,0,2
3,0,696,2238,5328,4475,5448,864,97,313,746,627,763,121,0,2,4
3,0,3265,624,1168,1314,1066,5301,457,87,164,184,149,742,0,2,4
3,1,2216,1064,3982,5164,3965,4082,310,149,557,723,555,571,3,0,1
3,0,1239,4419,525,4050,1631,1714,173,619,74,567,228,240,4,4,0
3,0,2891,2438,1233,1967,3952,5217,405,341,173,275,553,730,2,1,4
0,1,3629,4832,2915,1885,1691,742,508,676,408,264,237,104,0,4,1
1,0,3873,2151,1005,2657,3801,3393,542,301,141,372,532,475,3,0,0
3,1,2238,712,2771,4059,1700,901,313,100,388,568,238,126,1,3,1
2,0,3964,3914,4834,3871,1540,977,555,548,677,542,216,137,2,2,3
0,0,1947,1415,4695,2194,3250,1043,273,198,657,307,455,146,2,2,3
0,1,4098,2324,1261,3423,3996,3818,574,325,177,479,559,535,0,1,2
3,1,4423,1951,2093,521,2336,2800,619,273,293,73,327,392,3,1,1
1,0,1207,3592,5073,3316,3683,4168,169,503,710,464,516,584,2,2,1
2,0,4228,1606,3046,956,4024,770,592,225,426,134,563,108,1,3,1
1,1,4393,3223,2692,4985,3587,1583,615,451,377,698,502,222,0,0,0
3,0,3270,2581,2497,4965,4271,4280,458,361,350,695,598,599,2,2,1
2,1,4699,833,3106,4488,4977,2327,658,117,435,628,697,326,0,0,0
1,0,2536,2039,3669,4881,3686,5200,355,285,514,683,516,728,3,4,3
2,1,2254,1027,1281,4821,1308,3445,316,144,179,675,183,482,0,3,2
3,1,4777,1903,4703,1294,2708,5031,669,266,658,181,379,704,0,3,1
0,0,1065,1307,4960,973,3278,3022,149,183,694,136,459,423,4,1,3
0,1,1410,3288,2084,675,822,5075,197,460,292,95,115,711,1,3,4
1,0,1550,4083,4872,3744,1226,2013,217,572,682,524,172,282,3,0,2
0,0,3925,3808,995,4273,2817,5139,550,533,139,598,394,719,4,1,4
3,0,1574,3504,4991,1918,1609,4861,220,491,699,269,225,681,0,4,3
0,1,763,1324,4602,1495,1715,3060,107,185,644,209,240,428,2,1,1
0,0,2232,2676,1880,4645,5489,3561,312,375,263,650,768,499,2,0,1
0,1,2475,2046,2829,1647,786,3838,347,286,396,231,110,537,2,3,2
0,0,1780,3933,772,2543,2947,3120,249,551,108,356,413,437,1,2,4
3,1,4293,1026,5174,4436,3706,5104,601,144,724,621,519,715,1,2,3
0,0,4558,5498,722,4416,2105,4237,638,770,101,618,295,593,4,1,4
3,1,1975,3436,1187,2562,3897,4061,277,481,166,359,546,569,4,4,2
0,0,730,2859,3600,3074,5171,975,102,400,504,430,724,137,0,0,1
3,1,1756,4078,2241,2850,2515,5330,246,571,314,399,352,746,4,4,2
1,0,4382,2660,3201,3307,2741,3930,613,372,448,463,384,550,0,3,1
3,1,4137,5417,3602,3575,4097,3648,579,758,504,501,574,511,3,0,4
0,0,3874,3823,5426,1365,2397,3328,542,535,760,191,336,466,2,3,0
3,1,1840,3258,4098,2346,987,3175,258,456,574,328,138,445,3,1,0
2,1,1214,4039,2580,4680,4061,2304,170,565,361,655,569,323,4,2,4
3,1,3523,3658,3350,4538,4767,2384,493,512,469,635,667,334,4,3,0
0,0,4781,5005,2857,3977,3354,4525,669,701,400,557,470,634,0,0,1
2,0,3984,4354,1942,5202,4316,2739,558,610,272,728,604,383,1,2,4
1,1,1598,5379,4949,1516,1498,883,224,753,693,212,210,124,4,4,1
3,0,3529,2939,3806,1805,2079,3007,494,411,533,253,291,421,4,4,0
0,1,3668,4293,1597,2224,2986,1990,514,601,224,311,418,279,4,0,1
3,0,4369,2365,2650,1909,2215,4703,612,331,371,267,310,658,3,1,1
3,0,5485,2796,5106,5467,1378,5154,768,391,715,765,193,722,0,2,4
0,1,621,1954,1667,806,3411,912,87,274,233,113,478,128,3,0,1
1,1,5080,3509,1366,2853,4667,5132,711,491,191,399,653,718,0,0,0
3,0,586,1256,1310,872,3755,668,82,176,183,122,526,94,2,0,3
1,0,910,966,2142,2063,2499,2873,127,135,300,289,350,402,0,3,1
3,0,4212,4118,2299,4153,1234,621,590,577,322,581,173,87,1,2,0
2,1,861,1588,777,1937,3068,4460,121,222,109,271,430,624,2,3,3
0,1,4474,2926,5014,1895,5204,3874,626,410,702,265,729,542,0,1,3
2,1,4418,1154,4235,2964,3201,4975,619,162,593,415,448,697,0,1,3
2,0,3768,2618,2694,584,1525,2646,528,367,377,82,214,370,3,3,4
3,1,4748,4613,4992,932,1382,5358,665,646,699,130,193,750,4,4,1
0,0,2606,3742,1776,614,1683,4679,365,524,249,86,236,655,1,4,3
1,1,816,3472,2189,1763,3175,1635,114,486,306,247,445,229,1,3,3
0,1,5344,5046,537,2010,5100,2977,748,706,75,281,714,417,1,3,2
1,0,2524,3525,748,521,2888,3420,353,494,105,73,404,479,4,0,0
0,0,2187,1703,4349,1759,3726,1620,306,238,609,246,522,227,1,1,1
2,0,935,5217,4835,1527,2069,4701,131,730,677,214,290,658,3,1,2
3,1,3280,2235,1803,2650,3011,3662,459,313,252,371,422,513,4,2,0
1,1,4669,5154,4176,1574,5464,1312,654,722,585,220,765,184,4,4,0
2,0,2165,5499,4052,2759,4556,3328,303,770,567,386,638,466,3,0,0
2,0,1812,1489,4232,4611,4674,2111,254,208,592,646,654,296,1,3,1
3,0,5285,4200,3127,3265,4236,4935,740,588,438,457,593,691,1,4,2
1,1,3765,2979,1302,2769,3037,1007,527,417,182,388,425,141,0,1,1
0,0,758,1597,4023,1311,1995,2665,106,224,563,184,279,373,4,0,4
2,1,1988,4528,3484,771,1532,2724,278,634,488,108,214,381,3,3,0
3,1,4953,3015,955,1929,4223,3861,693,422,134,270,591,541,3,4,2
3,1,3528,2076,5415,2421,5364,4524,494,291,758,339,751,633,4,1,2
1,1,2299,1816,2136,1799,4539,1079,322,254,299,252,635,151,2,2,4
3,1,1488,2661,2840,3124,4027,1787,208,373,398,437,564,250,4,1,2
3,0,3346,501,2488,1499,2260,3323,468,70,348,210,316,465,1,2,3
2,1,760,2920,3377,2607,554,1817,106,409,473,365,78,254,1,2,2
0,0,1230,4227,1932,3095,1074,1156,172,592,270,433,150,162,4,0,4
1,0,2278,3628,4626,3101,5397,2977,319,508,648,434,756,417,3,1,1
1,1,5425,5488,4434,4685,3184,3626,760,768,621,656,446,508,4,2,3
2,1,632,902,3055,2656,2827,3838,88,126,428,372,396,537,0,1,4
0,0,1704,2126,3275,850,3933,1883,239,298,459,119,551,264,4,2,3
1,1,868,3150,2530,4353,1508,1237,122,441,354,609,211,173,0,1,2
0,0,3032,4291,3284,4595,3933,5101,424,601,460,643,551,714,0,2,4
2,1,3584,1363,2519,5278,3313,2643,502,191,353,739,464,370,4,1,3
3,0,4527,5443,1536,3329,3923,4234,634,762,215,466,549,593,4,1,0
2,1,2544,4114,3718,3735,1026,4278,356,576,521,523,144,599,1,3,2
2,1,3489,4197,1472,662,614,3024,488,588,206,93,86,423,0,0,2
3,0,946,5212,4642,2003,4828,2343,132,730,650,280,676,328,2,4,3
1,1,1750,1671,834,5332,1952,4935,245,234,117,746,273,691,3,4,4
1,0,3600,733,3710,1283,1499,4914,504,103,519,180,210,688,3,4,0
0,0,2777,5277,2495,1144,2601,2091,389,739,349,160,364,293,4,1,0
0,0,1075,1907,3789,959,2699,1224,151,267,530,134,378,171,1,2,0
1,0,3054,985,708,2487,2247,3453,428,138,99,348,315,483,4,0,2
3,1,2140,2393,2184,3070,3348,4575,300,335,306,430,469,641,2,1,0
